object_type,page_number,x0,x1,y0,y1,doctop,top,bottom,width,height,adv,evenodd,fill,fontname,linewidth,non_stroking_color,pts,size,stroke,stroking_color,text,upright
char,3,134.74099999999999,138.63299999999998,697.042,711.042,1814.628,130.84799999999996,144.84799999999996,3.891999999999996,14.0,3.8920000000000003,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,:,1
char,3,143.29500000000002,151.079,697.042,711.042,1814.628,130.84799999999996,144.84799999999996,7.783999999999992,14.0,7.784000000000001,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,P,1
char,3,151.079,160.417,697.042,711.042,1814.628,130.84799999999996,144.84799999999996,9.337999999999994,14.0,9.338000000000001,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,C,1
char,3,160.417,164.309,697.042,711.042,1814.628,130.84799999999996,144.84799999999996,3.891999999999996,14.0,3.8920000000000003,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,?,1
char,3,167.809,177.917,697.042,711.042,1814.628,130.84799999999996,144.84799999999996,10.108000000000004,14.0,10.108,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,A,1
char,3,177.917,182.579,697.042,711.042,1814.628,130.84799999999996,144.84799999999996,4.662000000000006,14.0,4.662,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,I,1
char,4,73.701,78.951,772.583,783.083,2584.477,58.807000000000016,69.30700000000002,5.25,10.5,5.25,,,NZCJTN+TimesNewRomanPSMT,,0,,10.5,,0,4,1
char,4,101.701,111.03899999999999,743.864,757.864,2609.696,84.02599999999995,98.02599999999995,9.337999999999994,14.0,9.338000000000001,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,C,1
char,4,111.03899999999999,118.03899999999999,743.864,757.864,2609.696,84.02599999999995,98.02599999999995,7.0,14.0,7.0,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,o,1
char,4,118.03899999999999,125.03899999999999,743.864,757.864,2609.696,84.02599999999995,98.02599999999995,7.0,14.0,7.0,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,n,1
char,4,125.03899999999999,128.93099999999998,743.864,757.864,2609.696,84.02599999999995,98.02599999999995,3.891999999999996,14.0,3.8920000000000003,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,t,1
char,4,128.93099999999998,135.93099999999998,743.864,757.864,2609.696,84.02599999999995,98.02599999999995,7.0,14.0,7.0,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,n,1
char,4,135.93099999999998,139.82299999999998,743.864,757.864,2609.696,84.02599999999995,98.02599999999995,3.891999999999996,14.0,3.8920000000000003,,,NZCJTN+TimesNewRomanPSMT,,0,,14.0,,0,t,1
